"Subject","Subject code","Catalog Number","Long Course Title","Description","Units - Units - Units","Units - Repeat for Credit","Course Attributes","Instructional Components"
"ACSC - Actuarial Science","ACSC","539","Topics in Actuarial Science","Study in advanced topics that may include reading projects, seminars, lectures, term papers and other aspects of training in theory or research methodology.

Prerequisite(s): Actuarial Science 327; Statistics 323; and 3 units from Mathematics 311, 367 or 375.

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"ACSC - Actuarial Science","ACSC","602","Research Seminar I","A professional skills course, focusing on the development of technical proficiencies that are essential for students to succeed in their future careers. The emphasis is on delivering professional presentations and using modern actuarial techniques and statistical research tools. Ethics and professionalism are also covered.

Also known as: (formerly Actuarial Science 600) 

MAY BE REPEATED FOR CREDIT

NOT INCLUDED IN GPA","0.75","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (1.5S-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 1.5S-0 ((1.5S-0))","Seminar"
"ACSC - Actuarial Science","ACSC","604","Research Seminar II","A professional skills course, focusing on the development of technical proficiencies that are essential for students to succeed in their future careers. The emphasis is on delivering professional presentations and using modern actuarial techniques and statistical research tools. Ethics and professionalism are also covered.

Also known as: (formerly Actuarial Science 600) 

MAY BE REPEATED FOR CREDIT

NOT INCLUDED IN GPA","0.75","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (1.5S-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 1.5S-0 ((1.5S-0))","Seminar"
"ACSC - Actuarial Science","ACSC","611","(ACSC 511) Generalized Linear Models for Actuaries","Description of insurance data, response distributions, exponential family responses and estimation, GLMs, models for count data, categorical and continuous responses. Applications include: personal injury insurance, vehicle insurance, diabetes deaths, third party claims, and degree of vehicle crash. Software for fitting GLMs will be discussed.

Prerequisite(s): Admission to a graduate program in Mathematics and Statistics.

Antirequisite: Credit for Actuarial Science 611 and 511  will not be allowed.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ACSC - Actuarial Science","ACSC","617","Estimating Unpaid Claims in General Insurance","Data collection, adjusting premiums, trending losses, development triangles, expected method, frequency -severity method, Bornhuetter Ferguson method, Benktander method, Cape Cod method, impact of changing conditions on projection method.

Prerequisite(s):Admission to a graduate program in Mathematics and Statistics.

Antirequisite(s): Credit for Actuarial Science 617 and 517 will not be allowed.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ACSC - Actuarial Science","ACSC","619","Quantitative Financial Risk Management","Risk measures, correlations and copulas, various approaches to modelling market and credit risk, liquidity risk, enterprise risk management.

Prerequisite(s): Admission to a graduate program in Mathematics and Statistics.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ACSC - Actuarial Science","ACSC","627","Advanced Life Contingencies","Multiple life functions, dependent and independent models, related annuities and insurances. Multiple decrement models: time until and causes of death. Associated single decrement tables. Applications of multiple decrement theory. Asset shares. Business and regulatory considerations.

Prerequisite(s): Admission to a graduate program in Mathematics and Statistics.

Antirequisite(s): Credit for Actuarial Science 627 and 527 will not be allowed.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ACSC - Actuarial Science","ACSC","637","Credibility Theory","Limited fluctuation credibility; full and partial credibility; greatest accuracy credibility; Bayesian methodology; credibility premium; Buhlmann model; Buhlmann-Straub model; empirical Bayes method; bonus-malus system.

Prerequisite(s): Admission to a graduate program in Mathematics and Statistics .

Antirequisite(s): Credit for Actuarial Science 637 and 537 will not be allowed.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ACSC - Actuarial Science","ACSC","639","Conference Course in Actuarial Modelling","Topics in advanced actuarial theory and practice, such as: insurance risk models; practical analysis of extreme values; advanced property and casualty rate making; actuarial aspects of financial theory.

Also known as: (formerly Statistics 639)

Note: Credit for Actuarial Science 639 and 539 will not be allowed when they share the same topic and/or with the same decimal course number.

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ACWR - Academic Writing","ACWR","201","Introduction to Academic Writing","An introduction to academic writing and to the genres of narrative, critical, and essay writing. Emphasis on developing an effective writing process, reading critically, developing arguments, and using and citing sources. Some emphasis on oral presentations may be included.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-1T), No Prerequisite, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-1T ((3-1T)), NREQ - NREQ (No Prerequisite)","Lecture, Tutorial"
"ACWR - Academic Writing","ACWR","203","Introduction to Research Writing","An introduction to inquiry-based research writing, from formulating good research questions to conducting an information search, developing an argument, using sources effectively, and revising and editing. A focus on oral presentations may also be included.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-1T), No Prerequisite, RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-1T ((3-1T)), NREQ - NREQ (No Prerequisite), RCS - RLT (Related)","Lecture, Tutorial"
"ACWR - Academic Writing","ACWR","303","Discipline-based Academic Writing","An intermediate level course in the writing styles, genres and modes of evidence and reasoning appropriate to academic writing in a specific discipline or disciplines. Emphasis on connections between reading, writing, critical reasoning and, where appropriate, other discourse forms such as oral and electronic presentation.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), No Prerequisite, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), NREQ - NREQ (No Prerequisite)","Lecture"
"AFST - African Studies","AFST","201","Introduction to African Studies","An inter/multidisciplinary study of the African continent, its people, culture and ecology with emphasis on the historic, socio-cultural, economic and political diversity within the continent.

Also known as: (formerly African Studies 301)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"AFST - African Studies","AFST","302","Anti- Black Racism in North America","Critical examination of the concepts and theories of anti-Black racism in North America and the intersections of gender, race, ethnicity, class, culture, politics and power, and privilege and inequality in the context of transnational migration.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), No Prerequisite, RCS Focused, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), NREQ - NREQ (No Prerequisite), RCS - FCS (Focused)","Lecture"
"AFST - African Studies","AFST","303","Critical Contemporary Issues in Africa","Analysis of critical issues and themes of contemporary importance, which may include governance and democratization, human rights, resource extraction (e.g., energy, mining) and the environment, democratization, poverty and inequality, health, social movements, conflict, migration and refugees, and the continent's dynamic and changing relations with the world.","3","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), No Prerequisite, RCS Focused, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), NREQ - NREQ (No Prerequisite), RCS - FCS (Focused)","Lecture"
"AFST - African Studies","AFST","305","Introduction to African/Black Diaspora","An inter/multidisciplinary examination of the evolution, and the diverse histories, cultures, identities, experiences and contribution of African/Black Transnational/Diaspora communities worldwide (e.g., African transnational, Black/African Diaspora in the Americas, Caribbean, Europe, Middle East and Asia.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), No Prerequisite, RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), NREQ - NREQ (No Prerequisite), RCS - FCS (Focused)","Lecture"
"AFST - African Studies","AFST","399","Topics with Regional Focus","Topics focused on contemporary African culture with a regional focus, which could include the Horn of Africa, the Great Lakes Region of Africa, North Africa, Central and Southern Africa, and West Africa.

MAY BE REPEATED FOR CREDIT.","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), No Prerequisite, RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), NREQ - NREQ (No Prerequisite), RCS - FCS (Focused)","Lecture"
"AFST - African Studies","AFST","400","Field Study in Africa","A field course for interdisciplinary study of a country or region of Africa, emphasizing the geographical, archaeological, historical, cultural, political, economic and artistic aspects.

Prerequisite(s): Consent of the Program Co-ordinator.

Notes: May be offered as part of a group study program. Additional fees may be assessed to cover additional costs associated with this course.","6","No","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (72 HOURS), RCS Focused, WIL Field Placement, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 72 HOURS ((72 HOURS)), RCS - FCS (Focused), WIL - FPL (Field Placement)","Laboratory"
"AFST - African Studies","AFST","401","Topics in African Studies","Interdisciplinary course on topics within the field of African Studies.

Prerequisite(s): 3 units from the Field of African Studies.

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), ET Related, RCS Focused, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"AFST - African Studies","AFST","407","Topics in African and African Transnational Studies","An in-depth investigation of topics in African Diaspora and Transnationalism. Topics and content in any given year varies and depends on the instructor.

Prerequisite(s): 3 units from the Field of African Studies. 

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), ET Related, RCS Focused, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"AFST - African Studies","AFST","501","Capstone Seminar in African Studies","Study of a particular topic(s) or region(s) from an interdisciplinary and comparative perspective. Students will be required to examine how political, social, economic and cultural factors intersect to shape various issues in the African setting.

Prerequisite(s): 60 units including African Studies 201; and 3 units from courses labelled African Studies (AFST), Anthropology 320, Political Science 371, 471, History 397.01, 402, 573.","3","Yes","ET Related, Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3S-0), RCS Focused, ET - RLT (Related), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3S-0 ((3S-0)), RCS - FCS (Focused)","Seminar"
